attributeId,siteName,siteId,attributeName,attributeConceptId,value,valueId,valueUnit,valueUnitId
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_width-59858,WAACOO0011,http://linked.data.gov.au/dataset/ausplots/site-waacoo0011,plot width,http://linked.data.gov.au/def/tern-cv/c230dd97-3af1-43cf-bd27-ffcf4979d3a1,100.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-property-59858,WAACOO0011,http://linked.data.gov.au/dataset/ausplots/site-waacoo0011,location name,http://linked.data.gov.au/def/tern-cv/dbf4aae7-4179-486b-b181-4f7942f657db,Boorabbin National Park,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-bioregion_name-59858,WAACOO0011,http://linked.data.gov.au/dataset/ausplots/site-waacoo0011,bioregion,http://linked.data.gov.au/def/tern-cv/dbff3449-2ec9-4722-a953-87c78da86f74,Coolgardie,http://linked.data.gov.au/def/ausplots-cv/655520fa-fe97-4b67-a35f-a377476f0ff6,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-comments-59858,WAACOO0011,http://linked.data.gov.au/dataset/ausplots/site-waacoo0011,site notes,http://linked.data.gov.au/def/tern-cv/1a283759-58e3-45bb-ab70-6f0bd82038fc,"Established in same vicinity as WA Museum site BS5 . Plot on a large gypsum dune on the edge of a salt lake chain. Erosion has affected parts of the surface (terrace and minor gully). There are eucalypt saplings on one side, but quite a number of very old Callitris have died, possibly due to drought and likely due to persistent rabbit warrens and root damage. There are some Callitris seedlings. There were some limited patches of step and gully erosion. Amyema miquelii on older Euc sp., terete mistletoe on Grevillea sarissa. Minimal impact of introduced plant species.
",N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_length-59858,WAACOO0011,http://linked.data.gov.au/dataset/ausplots/site-waacoo0011,plot length,http://linked.data.gov.au/def/tern-cv/9f8cc716-bc8c-40c4-be6b-6270813e94f3,100.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_area-59858,WAACOO0011,http://linked.data.gov.au/dataset/ausplots/site-waacoo0011,plot area,http://linked.data.gov.au/def/tern-cv/cc229ff9-8cca-4ddd-8f01-e1e3fb5892af,10000.0,N/A,Square Metre,http://qudt.org/vocab/unit/M2
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_is_permanently_marked-59859,WAACOO0007,http://linked.data.gov.au/dataset/ausplots/site-waacoo0007,permanent plot,http://linked.data.gov.au/def/tern-cv/e1021d25-7d76-4faa-bfcc-fb6d225eb3ec,True,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_shape-59859,WAACOO0007,http://linked.data.gov.au/dataset/ausplots/site-waacoo0007,plot shape,http://linked.data.gov.au/def/tern-cv/8080742b-6855-4e27-812b-671d4dfe7e0f,square,http://linked.data.gov.au/def/tern-cv/b2e07a7f-942e-44d9-9fd6-f0cee7be103d,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_width-59859,WAACOO0007,http://linked.data.gov.au/dataset/ausplots/site-waacoo0007,plot width,http://linked.data.gov.au/def/tern-cv/c230dd97-3af1-43cf-bd27-ffcf4979d3a1,100.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-property-59859,WAACOO0007,http://linked.data.gov.au/dataset/ausplots/site-waacoo0007,location name,http://linked.data.gov.au/def/tern-cv/dbf4aae7-4179-486b-b181-4f7942f657db,Jilbadgi Nature Reserve,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-bioregion_name-59859,WAACOO0007,http://linked.data.gov.au/dataset/ausplots/site-waacoo0007,bioregion,http://linked.data.gov.au/def/tern-cv/dbff3449-2ec9-4722-a953-87c78da86f74,Coolgardie,http://linked.data.gov.au/def/ausplots-cv/655520fa-fe97-4b67-a35f-a377476f0ff6,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-comments-59859,WAACOO0007,http://linked.data.gov.au/dataset/ausplots/site-waacoo0007,site notes,http://linked.data.gov.au/def/tern-cv/1a283759-58e3-45bb-ab70-6f0bd82038fc,"WAACOO0007 is established in same vicinity as WA Museum site BS43a and 0.5 km west of WAACOO0005.This site stands out as having been affected by fire in the last 3 to 5 years. Almost all mature trees were killed and so Mallee resprouts and saplings dominated.  Acacia acuminata (fieldname) dominates on the granite outwash sandier loams on the northeast edge as it does in the wheat belt. Long unburnt, responding to intermittent seasonal rain.",N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_length-59859,WAACOO0007,http://linked.data.gov.au/dataset/ausplots/site-waacoo0007,plot length,http://linked.data.gov.au/def/tern-cv/9f8cc716-bc8c-40c4-be6b-6270813e94f3,100.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_area-59859,WAACOO0007,http://linked.data.gov.au/dataset/ausplots/site-waacoo0007,plot area,http://linked.data.gov.au/def/tern-cv/cc229ff9-8cca-4ddd-8f01-e1e3fb5892af,10000.0,N/A,Square Metre,http://qudt.org/vocab/unit/M2
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_is_permanently_marked-59860,WAACOO0010,http://linked.data.gov.au/dataset/ausplots/site-waacoo0010,permanent plot,http://linked.data.gov.au/def/tern-cv/e1021d25-7d76-4faa-bfcc-fb6d225eb3ec,True,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_shape-59860,WAACOO0010,http://linked.data.gov.au/dataset/ausplots/site-waacoo0010,plot shape,http://linked.data.gov.au/def/tern-cv/8080742b-6855-4e27-812b-671d4dfe7e0f,square,http://linked.data.gov.au/def/tern-cv/b2e07a7f-942e-44d9-9fd6-f0cee7be103d,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_width-59860,WAACOO0010,http://linked.data.gov.au/dataset/ausplots/site-waacoo0010,plot width,http://linked.data.gov.au/def/tern-cv/c230dd97-3af1-43cf-bd27-ffcf4979d3a1,100.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-property-59860,WAACOO0010,http://linked.data.gov.au/dataset/ausplots/site-waacoo0010,location name,http://linked.data.gov.au/def/tern-cv/dbf4aae7-4179-486b-b181-4f7942f657db,Boorabbin National Park,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-bioregion_name-59860,WAACOO0010,http://linked.data.gov.au/dataset/ausplots/site-waacoo0010,bioregion,http://linked.data.gov.au/def/tern-cv/dbff3449-2ec9-4722-a953-87c78da86f74,Coolgardie,http://linked.data.gov.au/def/ausplots-cv/655520fa-fe97-4b67-a35f-a377476f0ff6,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-comments-59860,WAACOO0010,http://linked.data.gov.au/dataset/ausplots/site-waacoo0010,site notes,http://linked.data.gov.au/def/tern-cv/1a283759-58e3-45bb-ab70-6f0bd82038fc,"Northern part of granite complex. Outcrop to 8m. Complex trends south to WAACOO 0009.Soil in north west and south west corners is humic granitic sand and close to source, ne corner is silty sand and se cnr. is clay-sand with Mel. uncinata. Plot dominated by granite dome which sheds shattered material and has been dammed in the mid-east part. The apron has a well developed grassland and herb field. Soils on the edge mainly sandy detritus. In the SE washaway there are clays at depth.  Virtually all the granite area lacks vascular plants and so cryptograms were scored where the cover on rock was 50% or more; note that all such un-vegetated cryptogam points could have equally well have been scored as outcrop. Minimal impact of introduced plant species.
",N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_length-59860,WAACOO0010,http://linked.data.gov.au/dataset/ausplots/site-waacoo0010,plot length,http://linked.data.gov.au/def/tern-cv/9f8cc716-bc8c-40c4-be6b-6270813e94f3,100.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_area-59860,WAACOO0010,http://linked.data.gov.au/dataset/ausplots/site-waacoo0010,plot area,http://linked.data.gov.au/def/tern-cv/cc229ff9-8cca-4ddd-8f01-e1e3fb5892af,10000.0,N/A,Square Metre,http://qudt.org/vocab/unit/M2
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_is_permanently_marked-59861,WAACOO0008,http://linked.data.gov.au/dataset/ausplots/site-waacoo0008,permanent plot,http://linked.data.gov.au/def/tern-cv/e1021d25-7d76-4faa-bfcc-fb6d225eb3ec,True,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_shape-59861,WAACOO0008,http://linked.data.gov.au/dataset/ausplots/site-waacoo0008,plot shape,http://linked.data.gov.au/def/tern-cv/8080742b-6855-4e27-812b-671d4dfe7e0f,square,http://linked.data.gov.au/def/tern-cv/b2e07a7f-942e-44d9-9fd6-f0cee7be103d,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_width-59861,WAACOO0008,http://linked.data.gov.au/dataset/ausplots/site-waacoo0008,plot width,http://linked.data.gov.au/def/tern-cv/c230dd97-3af1-43cf-bd27-ffcf4979d3a1,100.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-property-59861,WAACOO0008,http://linked.data.gov.au/dataset/ausplots/site-waacoo0008,location name,http://linked.data.gov.au/def/tern-cv/dbf4aae7-4179-486b-b181-4f7942f657db,Jilbadgi Nature Reserve,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-bioregion_name-59861,WAACOO0008,http://linked.data.gov.au/dataset/ausplots/site-waacoo0008,bioregion,http://linked.data.gov.au/def/tern-cv/dbff3449-2ec9-4722-a953-87c78da86f74,Coolgardie,http://linked.data.gov.au/def/ausplots-cv/655520fa-fe97-4b67-a35f-a377476f0ff6,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-comments-59861,WAACOO0008,http://linked.data.gov.au/dataset/ausplots/site-waacoo0008,site notes,http://linked.data.gov.au/def/tern-cv/1a283759-58e3-45bb-ab70-6f0bd82038fc,"Co-located site with WA Museum site BS39.Heavier soils in Woodland. Austrostipa common and forming semi-savannah. Site not affected by more recent fires. Minimal impact of introduced plant species.
",N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_length-59861,WAACOO0008,http://linked.data.gov.au/dataset/ausplots/site-waacoo0008,plot length,http://linked.data.gov.au/def/tern-cv/9f8cc716-bc8c-40c4-be6b-6270813e94f3,100.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_area-59861,WAACOO0008,http://linked.data.gov.au/dataset/ausplots/site-waacoo0008,plot area,http://linked.data.gov.au/def/tern-cv/cc229ff9-8cca-4ddd-8f01-e1e3fb5892af,10000.0,N/A,Square Metre,http://qudt.org/vocab/unit/M2
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_is_permanently_marked-59862,WAACOO0009,http://linked.data.gov.au/dataset/ausplots/site-waacoo0009,permanent plot,http://linked.data.gov.au/def/tern-cv/e1021d25-7d76-4faa-bfcc-fb6d225eb3ec,True,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_shape-59862,WAACOO0009,http://linked.data.gov.au/dataset/ausplots/site-waacoo0009,plot shape,http://linked.data.gov.au/def/tern-cv/8080742b-6855-4e27-812b-671d4dfe7e0f,square,http://linked.data.gov.au/def/tern-cv/b2e07a7f-942e-44d9-9fd6-f0cee7be103d,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_width-59862,WAACOO0009,http://linked.data.gov.au/dataset/ausplots/site-waacoo0009,plot width,http://linked.data.gov.au/def/tern-cv/c230dd97-3af1-43cf-bd27-ffcf4979d3a1,100.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-property-59862,WAACOO0009,http://linked.data.gov.au/dataset/ausplots/site-waacoo0009,location name,http://linked.data.gov.au/def/tern-cv/dbf4aae7-4179-486b-b181-4f7942f657db,Boorabbin National Park,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-bioregion_name-59862,WAACOO0009,http://linked.data.gov.au/dataset/ausplots/site-waacoo0009,bioregion,http://linked.data.gov.au/def/tern-cv/dbff3449-2ec9-4722-a953-87c78da86f74,Coolgardie,http://linked.data.gov.au/def/ausplots-cv/655520fa-fe97-4b67-a35f-a377476f0ff6,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-comments-59862,WAACOO0009,http://linked.data.gov.au/dataset/ausplots/site-waacoo0009,site notes,http://linked.data.gov.au/def/tern-cv/1a283759-58e3-45bb-ab70-6f0bd82038fc,"""Established in same vicinity as WA Museum site BS11. A shallow composite basin depression.  There is significant granite outwash from the complex to the north. This contributes light pinkish sand. Red sands form a lunette to the east and south. In the plot the SW has heavy grey-green hard-setting sediment at medium depth (decayed granite and/or sump/acidic?); the centre heavy similar sediment; the north-west cracking clays; and the NE light-coloured coarse-grained beach-like sand. 
 The plants suggest episodic and persistent inundation and/or soil saturation. Namely Callistemon, Marsilea, Muehlenbeckia, Juncus. Minimal impact of introduced plant species.",N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_length-59862,WAACOO0009,http://linked.data.gov.au/dataset/ausplots/site-waacoo0009,plot length,http://linked.data.gov.au/def/tern-cv/9f8cc716-bc8c-40c4-be6b-6270813e94f3,100.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_area-59862,WAACOO0009,http://linked.data.gov.au/dataset/ausplots/site-waacoo0009,plot area,http://linked.data.gov.au/def/tern-cv/cc229ff9-8cca-4ddd-8f01-e1e3fb5892af,10000.0,N/A,Square Metre,http://qudt.org/vocab/unit/M2
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_is_permanently_marked-59863,WAACOO0001,http://linked.data.gov.au/dataset/ausplots/site-waacoo0001,permanent plot,http://linked.data.gov.au/def/tern-cv/e1021d25-7d76-4faa-bfcc-fb6d225eb3ec,True,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_shape-59863,WAACOO0001,http://linked.data.gov.au/dataset/ausplots/site-waacoo0001,plot shape,http://linked.data.gov.au/def/tern-cv/8080742b-6855-4e27-812b-671d4dfe7e0f,square,http://linked.data.gov.au/def/tern-cv/b2e07a7f-942e-44d9-9fd6-f0cee7be103d,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_width-59863,WAACOO0001,http://linked.data.gov.au/dataset/ausplots/site-waacoo0001,plot width,http://linked.data.gov.au/def/tern-cv/c230dd97-3af1-43cf-bd27-ffcf4979d3a1,100.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-property-59863,WAACOO0001,http://linked.data.gov.au/dataset/ausplots/site-waacoo0001,location name,http://linked.data.gov.au/def/tern-cv/dbf4aae7-4179-486b-b181-4f7942f657db,Mount Palmer,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-bioregion_name-59863,WAACOO0001,http://linked.data.gov.au/dataset/ausplots/site-waacoo0001,bioregion,http://linked.data.gov.au/def/tern-cv/dbff3449-2ec9-4722-a953-87c78da86f74,Coolgardie,http://linked.data.gov.au/def/ausplots-cv/655520fa-fe97-4b67-a35f-a377476f0ff6,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-comments-59863,WAACOO0001,http://linked.data.gov.au/dataset/ausplots/site-waacoo0001,site notes,http://linked.data.gov.au/def/tern-cv/1a283759-58e3-45bb-ab70-6f0bd82038fc,"Site overlays with South Western Australian Transitional Transect WATCOO0001
 Dense shrubland. Cryptogam duricrust (overlooked on about first four south to north transects.)  About 5 to 12 years since fire. 
 No ephemeral plants present.
 Rabbit activity at low to moderate levels.",N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_length-59863,WAACOO0001,http://linked.data.gov.au/dataset/ausplots/site-waacoo0001,plot length,http://linked.data.gov.au/def/tern-cv/9f8cc716-bc8c-40c4-be6b-6270813e94f3,100.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_area-59863,WAACOO0001,http://linked.data.gov.au/dataset/ausplots/site-waacoo0001,plot area,http://linked.data.gov.au/def/tern-cv/cc229ff9-8cca-4ddd-8f01-e1e3fb5892af,10000.0,N/A,Square Metre,http://qudt.org/vocab/unit/M2
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_is_permanently_marked-59864,WAACOO0002,http://linked.data.gov.au/dataset/ausplots/site-waacoo0002,permanent plot,http://linked.data.gov.au/def/tern-cv/e1021d25-7d76-4faa-bfcc-fb6d225eb3ec,True,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_shape-59864,WAACOO0002,http://linked.data.gov.au/dataset/ausplots/site-waacoo0002,plot shape,http://linked.data.gov.au/def/tern-cv/8080742b-6855-4e27-812b-671d4dfe7e0f,square,http://linked.data.gov.au/def/tern-cv/b2e07a7f-942e-44d9-9fd6-f0cee7be103d,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_width-59864,WAACOO0002,http://linked.data.gov.au/dataset/ausplots/site-waacoo0002,plot width,http://linked.data.gov.au/def/tern-cv/c230dd97-3af1-43cf-bd27-ffcf4979d3a1,100.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-property-59864,WAACOO0002,http://linked.data.gov.au/dataset/ausplots/site-waacoo0002,location name,http://linked.data.gov.au/def/tern-cv/dbf4aae7-4179-486b-b181-4f7942f657db,Mount Palmer,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-bioregion_name-59864,WAACOO0002,http://linked.data.gov.au/dataset/ausplots/site-waacoo0002,bioregion,http://linked.data.gov.au/def/tern-cv/dbff3449-2ec9-4722-a953-87c78da86f74,Coolgardie,http://linked.data.gov.au/def/ausplots-cv/655520fa-fe97-4b67-a35f-a377476f0ff6,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-comments-59864,WAACOO0002,http://linked.data.gov.au/dataset/ausplots/site-waacoo0002,site notes,http://linked.data.gov.au/def/tern-cv/1a283759-58e3-45bb-ab70-6f0bd82038fc,"Outer fringe of larger lake chain, isolated by reddish dunes, yellow sand fan into western edge. Very few, 3, plants regenerating after recent moderate rains. Silt, sand with scattered iron conglomerate stones on surface.",N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_length-59864,WAACOO0002,http://linked.data.gov.au/dataset/ausplots/site-waacoo0002,plot length,http://linked.data.gov.au/def/tern-cv/9f8cc716-bc8c-40c4-be6b-6270813e94f3,100.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_area-59864,WAACOO0002,http://linked.data.gov.au/dataset/ausplots/site-waacoo0002,plot area,http://linked.data.gov.au/def/tern-cv/cc229ff9-8cca-4ddd-8f01-e1e3fb5892af,10000.0,N/A,Square Metre,http://qudt.org/vocab/unit/M2
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_is_permanently_marked-59865,WAACOO0005,http://linked.data.gov.au/dataset/ausplots/site-waacoo0005,permanent plot,http://linked.data.gov.au/def/tern-cv/e1021d25-7d76-4faa-bfcc-fb6d225eb3ec,True,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_shape-59865,WAACOO0005,http://linked.data.gov.au/dataset/ausplots/site-waacoo0005,plot shape,http://linked.data.gov.au/def/tern-cv/8080742b-6855-4e27-812b-671d4dfe7e0f,square,http://linked.data.gov.au/def/tern-cv/b2e07a7f-942e-44d9-9fd6-f0cee7be103d,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_width-59865,WAACOO0005,http://linked.data.gov.au/dataset/ausplots/site-waacoo0005,plot width,http://linked.data.gov.au/def/tern-cv/c230dd97-3af1-43cf-bd27-ffcf4979d3a1,100.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-property-59865,WAACOO0005,http://linked.data.gov.au/dataset/ausplots/site-waacoo0005,location name,http://linked.data.gov.au/def/tern-cv/dbf4aae7-4179-486b-b181-4f7942f657db,Jilbadgi Nature Reserve,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-bioregion_name-59865,WAACOO0005,http://linked.data.gov.au/dataset/ausplots/site-waacoo0005,bioregion,http://linked.data.gov.au/def/tern-cv/dbff3449-2ec9-4722-a953-87c78da86f74,Coolgardie,http://linked.data.gov.au/def/ausplots-cv/655520fa-fe97-4b67-a35f-a377476f0ff6,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-comments-59865,WAACOO0005,http://linked.data.gov.au/dataset/ausplots/site-waacoo0005,site notes,http://linked.data.gov.au/def/tern-cv/1a283759-58e3-45bb-ab70-6f0bd82038fc,"WAACOO0005 is established in same vicinity as WA Museum site BS4a. Granite exposure with skeletal soils, reflects basement in adjacent profile. Holding water at points in granite basins. Largely granite flora with adjacent shrubland and Mallee. Minimal impact of introduced plant species.
",N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_length-59865,WAACOO0005,http://linked.data.gov.au/dataset/ausplots/site-waacoo0005,plot length,http://linked.data.gov.au/def/tern-cv/9f8cc716-bc8c-40c4-be6b-6270813e94f3,100.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_area-59865,WAACOO0005,http://linked.data.gov.au/dataset/ausplots/site-waacoo0005,plot area,http://linked.data.gov.au/def/tern-cv/cc229ff9-8cca-4ddd-8f01-e1e3fb5892af,10000.0,N/A,Square Metre,http://qudt.org/vocab/unit/M2
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_is_permanently_marked-59866,WAACOO0003,http://linked.data.gov.au/dataset/ausplots/site-waacoo0003,permanent plot,http://linked.data.gov.au/def/tern-cv/e1021d25-7d76-4faa-bfcc-fb6d225eb3ec,True,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_shape-59866,WAACOO0003,http://linked.data.gov.au/dataset/ausplots/site-waacoo0003,plot shape,http://linked.data.gov.au/def/tern-cv/8080742b-6855-4e27-812b-671d4dfe7e0f,square,http://linked.data.gov.au/def/tern-cv/b2e07a7f-942e-44d9-9fd6-f0cee7be103d,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-plot_width-59866,WAACOO0003,http://linked.data.gov.au/dataset/ausplots/site-waacoo0003,plot width,http://linked.data.gov.au/def/tern-cv/c230dd97-3af1-43cf-bd27-ffcf4979d3a1,100.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_site_location-attr-property-59866,WAACOO0003,http://linked.data.gov.au/dataset/ausplots/site-waacoo0003,location name,http://linked.data.gov.au/def/tern-cv/dbf4aae7-4179-486b-b181-4f7942f657db,Southern Cross,N/A,N/A,N/A
