attributeId,siteVisitName,siteVisitId,attributeName,attributeConceptId,value,valueId,valueUnit,valueUnitId
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-comment_on_distance_to_community-53444,20130702,http://linked.data.gov.au/dataset/ausplots/sv-53444,comment on community extent,http://linked.data.gov.au/def/tern-cv/335a84cd-01af-49cb-8532-acf71dc1d980,Community extends 100m all directions,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-visit_notes-53444,20130702,http://linked.data.gov.au/dataset/ausplots/sv-53444,visit notes,http://linked.data.gov.au/def/tern-cv/c5b8b894-b5ee-49bf-be93-52491afe73a9,"Notes: a) S5 pts 2, 38 - its possible ""5mm leaf clavate"" was another new Myrtaceous species, it was not collected; 
",N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-distance_to_nearest_infrastructure-53444,20130702,http://linked.data.gov.au/dataset/ausplots/sv-53444,distance to nearest human infrastructure,http://linked.data.gov.au/def/tern-cv/e926b2ca-2688-486c-aa28-435f91c3c110,80.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-comment_on_distance_to_infrastructure-53445,20131006,http://linked.data.gov.au/dataset/ausplots/sv-53445,comment on distance to infrastructure,http://linked.data.gov.au/def/tern-cv/e5953626-5c62-4baa-b8e5-36a7e6660611,Road 15m north,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-comment_on_distance_to_community-53445,20131006,http://linked.data.gov.au/dataset/ausplots/sv-53445,comment on community extent,http://linked.data.gov.au/def/tern-cv/335a84cd-01af-49cb-8532-acf71dc1d980,Community confined to plot,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-distance_to_nearest_infrastructure-53445,20131006,http://linked.data.gov.au/dataset/ausplots/sv-53445,distance to nearest human infrastructure,http://linked.data.gov.au/def/tern-cv/e926b2ca-2688-486c-aa28-435f91c3c110,65.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-comment_on_distance_to_community-53446,20130823,http://linked.data.gov.au/dataset/ausplots/sv-53446,comment on community extent,http://linked.data.gov.au/def/tern-cv/335a84cd-01af-49cb-8532-acf71dc1d980,Community confined to plot,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-distance_to_nearest_infrastructure-53446,20130823,http://linked.data.gov.au/dataset/ausplots/sv-53446,distance to nearest human infrastructure,http://linked.data.gov.au/def/tern-cv/e926b2ca-2688-486c-aa28-435f91c3c110,80.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-comment_on_distance_to_infrastructure-53447,20130710,http://linked.data.gov.au/dataset/ausplots/sv-53447,comment on distance to infrastructure,http://linked.data.gov.au/def/tern-cv/e5953626-5c62-4baa-b8e5-36a7e6660611,"Road at north west corner, another 50m south",N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-comment_on_distance_to_community-53447,20130710,http://linked.data.gov.au/dataset/ausplots/sv-53447,comment on community extent,http://linked.data.gov.au/def/tern-cv/335a84cd-01af-49cb-8532-acf71dc1d980,Community confined to plot,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-visit_notes-53447,20130710,http://linked.data.gov.au/dataset/ausplots/sv-53447,visit notes,http://linked.data.gov.au/def/tern-cv/c5b8b894-b5ee-49bf-be93-52491afe73a9,"Only the south-west corner and centre stakes were left in place as plot is close to a track and motorbike trails. 

",N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-distance_to_nearest_infrastructure-53447,20130710,http://linked.data.gov.au/dataset/ausplots/sv-53447,distance to nearest human infrastructure,http://linked.data.gov.au/def/tern-cv/e926b2ca-2688-486c-aa28-435f91c3c110,75.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-comment_on_distance_to_infrastructure-53448,20131115,http://linked.data.gov.au/dataset/ausplots/sv-53448,comment on distance to infrastructure,http://linked.data.gov.au/def/tern-cv/e5953626-5c62-4baa-b8e5-36a7e6660611,Track 400m north,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-comment_on_distance_to_community-53448,20131115,http://linked.data.gov.au/dataset/ausplots/sv-53448,comment on community extent,http://linked.data.gov.au/def/tern-cv/335a84cd-01af-49cb-8532-acf71dc1d980,"Community extends 600m north and south, >1.5km east and west",N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-visit_notes-53448,20131115,http://linked.data.gov.au/dataset/ausplots/sv-53448,visit notes,http://linked.data.gov.au/def/tern-cv/c5b8b894-b5ee-49bf-be93-52491afe73a9,"Site overlay with CSIRO CREDO SUPERSITE TCN



",N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-distance_to_nearest_infrastructure-53448,20131115,http://linked.data.gov.au/dataset/ausplots/sv-53448,distance to nearest human infrastructure,http://linked.data.gov.au/def/tern-cv/e926b2ca-2688-486c-aa28-435f91c3c110,450.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-comment_on_distance_to_infrastructure-53449,20140714,http://linked.data.gov.au/dataset/ausplots/sv-53449,comment on distance to infrastructure,http://linked.data.gov.au/def/tern-cv/e5953626-5c62-4baa-b8e5-36a7e6660611,Road at 10m south east corner,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-comment_on_distance_to_community-53449,20140714,http://linked.data.gov.au/dataset/ausplots/sv-53449,comment on community extent,http://linked.data.gov.au/def/tern-cv/335a84cd-01af-49cb-8532-acf71dc1d980,Community confined to plot,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-visit_notes-53449,20140714,http://linked.data.gov.au/dataset/ausplots/sv-53449,visit notes,http://linked.data.gov.au/def/tern-cv/c5b8b894-b5ee-49bf-be93-52491afe73a9,"Only the south-west stake and centre stakes were left, due to proximity to motorbike trails. 
",N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-distance_to_nearest_infrastructure-53449,20140714,http://linked.data.gov.au/dataset/ausplots/sv-53449,distance to nearest human infrastructure,http://linked.data.gov.au/def/tern-cv/e926b2ca-2688-486c-aa28-435f91c3c110,85.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-comment_on_distance_to_infrastructure-53450,20131030,http://linked.data.gov.au/dataset/ausplots/sv-53450,comment on distance to infrastructure,http://linked.data.gov.au/def/tern-cv/e5953626-5c62-4baa-b8e5-36a7e6660611,track 450m north,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-comment_on_distance_to_community-53450,20131030,http://linked.data.gov.au/dataset/ausplots/sv-53450,comment on community extent,http://linked.data.gov.au/def/tern-cv/335a84cd-01af-49cb-8532-acf71dc1d980,"Community extends 200m north and south, >1.5km east and west",N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-visit_notes-53450,20131030,http://linked.data.gov.au/dataset/ausplots/sv-53450,visit notes,http://linked.data.gov.au/def/tern-cv/c5b8b894-b5ee-49bf-be93-52491afe73a9,"Overlay site with  CSIRO CREDO Supersite SG100E
The basal wedge for the south sector was missed,  and so the value is a gross mean of SW,  SE and centre values.
",N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-distance_to_nearest_infrastructure-53450,20131030,http://linked.data.gov.au/dataset/ausplots/sv-53450,distance to nearest human infrastructure,http://linked.data.gov.au/def/tern-cv/e926b2ca-2688-486c-aa28-435f91c3c110,500.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-comment_on_distance_to_infrastructure-53451,20131126,http://linked.data.gov.au/dataset/ausplots/sv-53451,comment on distance to infrastructure,http://linked.data.gov.au/def/tern-cv/e5953626-5c62-4baa-b8e5-36a7e6660611,Track 270m south,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-comment_on_distance_to_community-53451,20131126,http://linked.data.gov.au/dataset/ausplots/sv-53451,comment on community extent,http://linked.data.gov.au/def/tern-cv/335a84cd-01af-49cb-8532-acf71dc1d980,Community confined to plot,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-visit_notes-53451,20131126,http://linked.data.gov.au/dataset/ausplots/sv-53451,visit notes,http://linked.data.gov.au/def/tern-cv/c5b8b894-b5ee-49bf-be93-52491afe73a9,"Site overlay with CSIRO CREDO SUPERSITE MUL.


Emu egg present. 

                                                                                                                                          CANT ADD Species in SWARM!
Eucalyptus clelandii should be included in the north-west wedge at 1 x WF 0.25. 




",N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-distance_to_nearest_infrastructure-53451,20131126,http://linked.data.gov.au/dataset/ausplots/sv-53451,distance to nearest human infrastructure,http://linked.data.gov.au/def/tern-cv/e926b2ca-2688-486c-aa28-435f91c3c110,320.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-comment_on_distance_to_community-53452,20131129,http://linked.data.gov.au/dataset/ausplots/sv-53452,comment on community extent,http://linked.data.gov.au/def/tern-cv/335a84cd-01af-49cb-8532-acf71dc1d980,"Community extends 80m south, 150m east",N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-visit_notes-53452,20131129,http://linked.data.gov.au/dataset/ausplots/sv-53452,visit notes,http://linked.data.gov.au/def/tern-cv/c5b8b894-b5ee-49bf-be93-52491afe73a9,"Site overlay with CSIRO CREDO Supersite SB
Many cow pats; plots ""unknown"" substrate stands in for cow pats. 
Trees identified in basal wedge are well outside the plot to east and mainly west; valley is open. 


",N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-distance_to_nearest_infrastructure-53452,20131129,http://linked.data.gov.au/dataset/ausplots/sv-53452,distance to nearest human infrastructure,http://linked.data.gov.au/def/tern-cv/e926b2ca-2688-486c-aa28-435f91c3c110,250.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-comment_on_distance_to_infrastructure-53453,20131101,http://linked.data.gov.au/dataset/ausplots/sv-53453,comment on distance to infrastructure,http://linked.data.gov.au/def/tern-cv/e5953626-5c62-4baa-b8e5-36a7e6660611,Road 500m west,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-comment_on_distance_to_community-53453,20131101,http://linked.data.gov.au/dataset/ausplots/sv-53453,comment on community extent,http://linked.data.gov.au/def/tern-cv/335a84cd-01af-49cb-8532-acf71dc1d980,"Community extends 190m west, 240m north, 350m south, >1.5km east",N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-visit_notes-53453,20131101,http://linked.data.gov.au/dataset/ausplots/sv-53453,visit notes,http://linked.data.gov.au/def/tern-cv/c5b8b894-b5ee-49bf-be93-52491afe73a9,"Gravel is black in open patches, especially in the east. 

Open to grazing by rabbits, cattle and horses. 


",N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-distance_to_nearest_infrastructure-53453,20131101,http://linked.data.gov.au/dataset/ausplots/sv-53453,distance to nearest human infrastructure,http://linked.data.gov.au/def/tern-cv/e926b2ca-2688-486c-aa28-435f91c3c110,550.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-comment_on_distance_to_infrastructure-53454,20140104,http://linked.data.gov.au/dataset/ausplots/sv-53454,comment on distance to infrastructure,http://linked.data.gov.au/def/tern-cv/e5953626-5c62-4baa-b8e5-36a7e6660611,"Track 30m west, fenceline 60m south",N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-comment_on_distance_to_community-53454,20140104,http://linked.data.gov.au/dataset/ausplots/sv-53454,comment on community extent,http://linked.data.gov.au/def/tern-cv/335a84cd-01af-49cb-8532-acf71dc1d980,Community extends 190m north,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-visit_notes-53454,20140104,http://linked.data.gov.au/dataset/ausplots/sv-53454,visit notes,http://linked.data.gov.au/def/tern-cv/c5b8b894-b5ee-49bf-be93-52491afe73a9,"Site is co located with a South West Australian Transitional Transect site WATCOO0013 Cryptogam is hard caramel duricrust. Bare is sand. 

Hummock base taken as litter. 
",N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-distance_to_nearest_infrastructure-53454,20140104,http://linked.data.gov.au/dataset/ausplots/sv-53454,distance to nearest human infrastructure,http://linked.data.gov.au/def/tern-cv/e926b2ca-2688-486c-aa28-435f91c3c110,80.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-comment_on_distance_to_infrastructure-53455,20140121,http://linked.data.gov.au/dataset/ausplots/sv-53455,comment on distance to infrastructure,http://linked.data.gov.au/def/tern-cv/e5953626-5c62-4baa-b8e5-36a7e6660611,Track 30m east,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-comment_on_distance_to_community-53455,20140121,http://linked.data.gov.au/dataset/ausplots/sv-53455,comment on community extent,http://linked.data.gov.au/def/tern-cv/335a84cd-01af-49cb-8532-acf71dc1d980,"Community extends 250m north and south,",N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-visit_notes-53455,20140121,http://linked.data.gov.au/dataset/ausplots/sv-53455,visit notes,http://linked.data.gov.au/def/tern-cv/c5b8b894-b5ee-49bf-be93-52491afe73a9,"Site is co located with a South West Australian Transitional Transect site WATCOO14
Note: transect east 4 at 12m the annual plant actually is Hib hyp from the other plots. 

See notes with 0028, 0029, 0030. 
",N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-distance_to_nearest_infrastructure-53455,20140121,http://linked.data.gov.au/dataset/ausplots/sv-53455,distance to nearest human infrastructure,http://linked.data.gov.au/def/tern-cv/e926b2ca-2688-486c-aa28-435f91c3c110,80.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-comment_on_distance_to_infrastructure-53456,20131101,http://linked.data.gov.au/dataset/ausplots/sv-53456,comment on distance to infrastructure,http://linked.data.gov.au/def/tern-cv/e5953626-5c62-4baa-b8e5-36a7e6660611,track 450m north,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-comment_on_distance_to_community-53456,20131101,http://linked.data.gov.au/dataset/ausplots/sv-53456,comment on community extent,http://linked.data.gov.au/def/tern-cv/335a84cd-01af-49cb-8532-acf71dc1d980,"Community extends >1km east, south, west",N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-visit_notes-53456,20131101,http://linked.data.gov.au/dataset/ausplots/sv-53456,visit notes,http://linked.data.gov.au/def/tern-cv/c5b8b894-b5ee-49bf-be93-52491afe73a9,"Overlay site with CSIRO CREDO Supersite G200W
 



 




",N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-distance_to_nearest_infrastructure-53456,20131101,http://linked.data.gov.au/dataset/ausplots/sv-53456,distance to nearest human infrastructure,http://linked.data.gov.au/def/tern-cv/e926b2ca-2688-486c-aa28-435f91c3c110,500.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-comment_on_distance_to_infrastructure-53457,20140110,http://linked.data.gov.au/dataset/ausplots/sv-53457,comment on distance to infrastructure,http://linked.data.gov.au/def/tern-cv/e5953626-5c62-4baa-b8e5-36a7e6660611,"Fence line north 70m, east 50m, south 15m",N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-comment_on_distance_to_community-53457,20140110,http://linked.data.gov.au/dataset/ausplots/sv-53457,comment on community extent,http://linked.data.gov.au/def/tern-cv/335a84cd-01af-49cb-8532-acf71dc1d980,Community confined to plot,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-visit_notes-53457,20140110,http://linked.data.gov.au/dataset/ausplots/sv-53457,visit notes,http://linked.data.gov.au/def/tern-cv/c5b8b894-b5ee-49bf-be93-52491afe73a9,"Site is co located with a South West Australian Transitional Transect site WATCOO15
Grevillea divided 2 near north 2 12m may be a new collection. 
This site was lower down the western flank of the major north-south ridge on which the sandplain had developed,  than 0026 and 0027. Between WAACOO0027 and 0028 is a mine pit,  which may indicate greenstone influence along the ridge; though the it seems likey the main substrate under the yellow sands and laterite is granite.  Site had gravel at 30cm depth and small amounts of gravel on surface.  May relate to stronger presence of Allocasuarina compared to WAACOO0026, 0027 and 0029. Several old 60-70cm test pits present.  A range of lizards and insects,  see 0029. It was here that the Tiger beetle was observed,  probing other invertebrate holes and moving rapidly on the 40o C plus sand.",N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-distance_to_nearest_infrastructure-53457,20140110,http://linked.data.gov.au/dataset/ausplots/sv-53457,distance to nearest human infrastructure,http://linked.data.gov.au/def/tern-cv/e926b2ca-2688-486c-aa28-435f91c3c110,65.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-comment_on_distance_to_infrastructure-53458,20140111,http://linked.data.gov.au/dataset/ausplots/sv-53458,comment on distance to infrastructure,http://linked.data.gov.au/def/tern-cv/e5953626-5c62-4baa-b8e5-36a7e6660611,Track/fence line 30m south,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-comment_on_distance_to_community-53458,20140111,http://linked.data.gov.au/dataset/ausplots/sv-53458,comment on community extent,http://linked.data.gov.au/def/tern-cv/335a84cd-01af-49cb-8532-acf71dc1d980,"Community extends 250m east and west, 300m north",N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-visit_notes-53458,20140111,http://linked.data.gov.au/dataset/ausplots/sv-53458,visit notes,http://linked.data.gov.au/def/tern-cv/c5b8b894-b5ee-49bf-be93-52491afe73a9,"Site is co located with a South West Australian Transitional Transect site WATCOO16
 
This plot is possibly compositionally closer to  WAACOO0026, 0027, though mallees vary.  0028 shows more gravel influence,  and had small test pits.  Grazing likely by kangaroos and some rabbit activity.  Lizards (dragons and Ctenotis) common. All had a range of insects,  incl.  native bees,  thynnids,  sphecids,  diverse ants,  large sedentary cockroaches,  weevils,  shield beetles,  jewel beetles,  brown bombers,  and large spikey predatory? Tiger beetles.  

Time since fire appears a year or two older than 0026, 0027, 0028; as Triodia is slightly more advanced,  though may relate to soil moisture retention,  eg even deeper sands.",N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-distance_to_nearest_infrastructure-53458,20140111,http://linked.data.gov.au/dataset/ausplots/sv-53458,distance to nearest human infrastructure,http://linked.data.gov.au/def/tern-cv/e926b2ca-2688-486c-aa28-435f91c3c110,80.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-comment_on_distance_to_infrastructure-53459,20140106,http://linked.data.gov.au/dataset/ausplots/sv-53459,comment on distance to infrastructure,http://linked.data.gov.au/def/tern-cv/e5953626-5c62-4baa-b8e5-36a7e6660611,"Road 20m east, fence line 40m south",N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-visit_notes-53459,20140106,http://linked.data.gov.au/dataset/ausplots/sv-53459,visit notes,http://linked.data.gov.au/def/tern-cv/c5b8b894-b5ee-49bf-be93-52491afe73a9,"Most of the 10 to 15cm ""Mesomelaena"" may be a Schoenus witha pungent tip and lacking persistent heads.  ",N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-comment_on_distance_to_community-53459,20140106,http://linked.data.gov.au/dataset/ausplots/sv-53459,comment on community extent,http://linked.data.gov.au/def/tern-cv/335a84cd-01af-49cb-8532-acf71dc1d980,"Community extends 80m west, 100m south, 200m east, 350m north",N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-distance_to_nearest_infrastructure-53459,20140106,http://linked.data.gov.au/dataset/ausplots/sv-53459,distance to nearest human infrastructure,http://linked.data.gov.au/def/tern-cv/e926b2ca-2688-486c-aa28-435f91c3c110,70.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-comment_on_distance_to_infrastructure-53460,20140217,http://linked.data.gov.au/dataset/ausplots/sv-53460,comment on distance to infrastructure,http://linked.data.gov.au/def/tern-cv/e5953626-5c62-4baa-b8e5-36a7e6660611,Road cuts through south west corner,N/A,N/A,N/A
http://linked.data.gov.au/dataset/ausplots/site_location_visit-attr-comment_on_distance_to_community-53460,20140217,http://linked.data.gov.au/dataset/ausplots/sv-53460,comment on community extent,http://linked.data.gov.au/def/tern-cv/335a84cd-01af-49cb-8532-acf71dc1d980,"Community extends 70m west, 150m north, 100m south",N/A,N/A,N/A
