dataset,datasetId,siteName,siteId,siteType,siteTypeId,dateCommissioned,description,dimension,polygonWkt,pointWkt,latitude,longitude,altitude,pointPositionWithinPlot,pointPositionWithinPlotId
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAACOO0004,http://linked.data.gov.au/dataset/ausplots/site-waacoo0004,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-08-20,"35km south east of Southern Cross. 12.24 km east of the emu fence road along the Mt Palmer Road .															
															
North west of WAACOO0003 on sand dune rim.",N/A,"POLYGON((119.64655556 -31.39886111, 119.64655556 -31.398, 119.64758333 -31.398, 119.64761111 -31.39883333, 119.64655556 -31.39886111))",POINT(119.64655556 -31.39886111),-31.398860,119.646600,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAACOO0020,http://linked.data.gov.au/dataset/ausplots/site-waacoo0020,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-10-30,"Credo Conservation Park, 36km north of Credo Homestead and then 2.6km east of Coolgardie North Road. 36km north of Coolgardie",N/A,"POLYGON((120.65513889 -30.192, 120.65522222 -30.191, 120.65627778 -30.19111111, 120.65613889 -30.192, 120.65513889 -30.192))",POINT(120.65513889 -30.192),-30.192000,120.655100,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAACOO0024,http://linked.data.gov.au/dataset/ausplots/site-waacoo0024,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-11-26,"Credo Conservation Park, 35km north of Credo Homestead on Coolgardie North Road. Then about 2km east on track and 300m north of track.",N/A,"POLYGON((120.64413889 -30.18542222, 120.64413889 -30.18451944, 120.64517778 -30.18451667, 120.645175 -30.18542222, 120.64413889 -30.18542222))",POINT(120.64413889 -30.18542222),-30.185420,120.644100,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAACOO0025,http://linked.data.gov.au/dataset/ausplots/site-waacoo0025,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-11-29,"Credo Conservation Park, 2km south of supersite at Credo Station along Coolgardie north road, and then about 3km east.",N/A,"POLYGON((120.59878333 -30.19511944, 120.59878333 -30.19421389, 120.59981944 -30.19421667, 120.59981944 -30.19511944, 120.59878333 -30.19511944))",POINT(120.59878333 -30.19511944),-30.195120,120.598800,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAACOO0022,http://linked.data.gov.au/dataset/ausplots/site-waacoo0022,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-11-12,"Credo Conservation Park, 35km north of Credo Homestead on the Coolgardie north road. CSIRO supersite GB100.",N/A,"POLYGON((120.63275 -30.19530556, 120.63263889 -30.19441667, 120.63372222 -30.19438889, 120.63375 -30.19533333, 120.63275 -30.19530556))",POINT(120.63275 -30.19530556),-30.195310,120.632700,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAACOO0026,http://linked.data.gov.au/dataset/ausplots/site-waacoo0026,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2014-01-04,Credo Conservation Reserve. 15km due west of Credo homestead,N/A,"POLYGON((120.66568056 -30.53038611, 120.66568056 -30.52948889, 120.66672222 -30.52948889, 120.66672222 -30.53038611, 120.66568056 -30.53038611))",POINT(120.66568056 -30.53038611),-30.530390,120.665700,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAACOO0027,http://linked.data.gov.au/dataset/ausplots/site-waacoo0027,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2014-01-21,Credo Conservation Park. 15km due west of Credo homestead on a ridge-based rise with yellow sand. 2 km north of WAACOO0026. 1.5 km south of mine pit on ridge.,N/A,"POLYGON((120.66004167 -30.50148611, 120.66004444 -30.50058333, 120.66108611 -30.50058611, 120.66108333 -30.50148611, 120.66004167 -30.50148611))",POINT(120.66004167 -30.50148611),-30.501490,120.660000,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAACOO0021,http://linked.data.gov.au/dataset/ausplots/site-waacoo0021,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-11-01,"Credo Conservation Park, About 200m west of flux tower at Credo supersite. About 35km north of Credo homestead on the Coolgardie north road, and due east by about 2km.",N/A,"POLYGON((120.65061111 -30.19233333, 120.65072222 -30.19141667, 120.65175 -30.19155556, 120.65161111 -30.19247222, 120.65061111 -30.19233333))",POINT(120.65061111 -30.19233333),-30.192330,120.650600,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAACOO0028,http://linked.data.gov.au/dataset/ausplots/site-waacoo0028,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2014-01-09,"Credo Conservation Park, 25km west of Credo Homestead.",N/A,"POLYGON((120.65813611 -30.48758333, 120.65813611 -30.48668056, 120.65917778 -30.48668056, 120.65917778 -30.48758333, 120.65813611 -30.48758333))",POINT(120.65813611 -30.48758333),-30.487580,120.658100,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAACOO0029,http://linked.data.gov.au/dataset/ausplots/site-waacoo0029,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2014-01-11,"Credo Conservation Park, 25km East of Credo Homestead.1.5km west of a granite outcrop.",N/A,"POLYGON((120.62668333 -30.43289722, 120.62668333 -30.43199444, 120.62772222 -30.43199444, 120.62772222 -30.43289722, 120.62668333 -30.43289722))",POINT(120.62668333 -30.43289722),-30.432900,120.626700,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAACOO0016,http://linked.data.gov.au/dataset/ausplots/site-waacoo0016,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2014-02-13,"Boorabbin National Park, about 1.2km east of pipeline crossing/haul road on northern side of highway at Boorabbin and then 400m north.",N/A,"POLYGON((120.30821667 -31.20321667, 120.30821389 -31.20231389, 120.30926667 -31.20231389, 120.30926389 -31.20321667, 120.30821667 -31.20321667))",POINT(120.30821667 -31.20321667),-31.203220,120.308200,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAACOO0017,http://linked.data.gov.au/dataset/ausplots/site-waacoo0017,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2014-02-17,"Boorabbin National Park, 4.35km north from Ryan""s find rd. turnoff on Great Eastern Highway; along firebreak that stands in for the road. Site overlays with South Western Australian Transitional Transect WATCOO0006",N/A,"POLYGON((120.30493056 -31.16963611, 120.30493056 -31.16873333, 120.30598056 -31.16873333, 120.30598056 -31.16963611, 120.30493056 -31.16963611))",POINT(120.30493056 -31.16963611),-31.169640,120.304900,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAACOO0018,http://linked.data.gov.au/dataset/ausplots/site-waacoo0018,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2014-02-20,"Boorabbin National Park, About 500m north of Highway at Boorabbin. East side of haul road.",N/A,"POLYGON((120.31788889 -31.195625, 120.31788611 -31.194725, 120.31893611 -31.194725, 120.31893611 -31.195625, 120.31788889 -31.195625))",POINT(120.31788889 -31.195625),-31.195620,120.317900,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAACOO0012,http://linked.data.gov.au/dataset/ausplots/site-waacoo0012,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2014-03-05,"Boorabbin National Park, 6km south of Boorabbin town site, near track to salt lake. West of track 30m.",N/A,"POLYGON((120.33229722 -31.23736111, 120.33229722 -31.23645833, 120.33334722 -31.23645556, 120.33334722 -31.23735833, 120.33229722 -31.23736111))",POINT(120.33229722 -31.23736111),-31.237360,120.332300,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAACOO0019,http://linked.data.gov.au/dataset/ausplots/site-waacoo0019,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2014-03-03,"Boorabbin National Park, About 5.1km west of Ryan""s Find Rd on track running parallel to the pipeline on its north side; then at junction turn onto ENE track and go about 1.1km east (-north-east).",N/A,"POLYGON((120.26513611 -31.20710833, 120.26513611 -31.20620833, 120.26618611 -31.20620833, 120.26618611 -31.20710833, 120.26513611 -31.20710833))",POINT(120.26513611 -31.20710833),-31.207110,120.265100,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAAMUR0030,http://linked.data.gov.au/dataset/ausplots/site-waamur0030,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2014-03-27,wanjarri reserve,N/A,"POLYGON((120.69115278 -27.382775, 120.69115556 -27.38187222, 120.69216667 -27.38187222, 120.69216667 -27.382775, 120.69115278 -27.382775))",POINT(120.69115278 -27.382775),-27.382770,120.691200,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAAMUR0031,http://linked.data.gov.au/dataset/ausplots/site-waamur0031,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2014-03-28,triodia grassland,N/A,"POLYGON((120.65551667 -27.43861667, 120.65551944 -27.43771389, 120.65653056 -27.43771389, 120.65653056 -27.43861667, 120.65551667 -27.43861667))",POINT(120.65551667 -27.43861667),-27.438620,120.655500,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAMGD0002,http://linked.data.gov.au/dataset/ausplots/site-ntamgd0002,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2014-03-12,"Soudan Station,  about 84kms west of Camooweal. Close to Six Mile Creek on western side, north of Barkly Highway.",N/A,"POLYGON((137.3258 -20.02463611, 137.32580556 -20.02373333, 137.32675833 -20.02373056, 137.32675833 -20.02463611, 137.3258 -20.02463611))",POINT(137.3258 -20.02463611),-20.024640,137.325800,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDACHC0003,http://linked.data.gov.au/dataset/ausplots/site-qdachc0003,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-04-23,"Noonbah Station, 2.3km south west of homestead.  29km north west of Stonehenge",N/A,"POLYGON((143.16489444 -24.11637778, 143.16489444 -24.11545278, 143.16588611 -24.11545556, 143.16588333 -24.11637222, 143.16489444 -24.11637778))",POINT(143.16489444 -24.11637778),-24.116380,143.164900,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDACHC0004,http://linked.data.gov.au/dataset/ausplots/site-qdachc0004,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-05-18,"Diamantina National Park , margins of Diamantina River.",N/A,"POLYGON((141.09186111 -23.71877222, 141.09185278 -23.717875, 141.09283611 -23.71787222, 141.09283333 -23.718775, 141.09186111 -23.71877222))",POINT(141.09186111 -23.71877222),-23.718770,141.091900,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDACHC0006,http://linked.data.gov.au/dataset/ausplots/site-qdachc0006,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-05-20,Diamantina Lakes National Park about 500 meters west of ranger base.,N/A,"POLYGON((141.13349722 -23.76945278, 141.13350556 -23.76854722, 141.13447778 -23.76854722, 141.13449722 -23.76946667, 141.13349722 -23.76945278))",POINT(141.13349722 -23.76945278),-23.769450,141.133500,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDAEIU0001,http://linked.data.gov.au/dataset/ausplots/site-qdaeiu0001,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-07-02,"Blackbraes National Park, 1km east of homestead.",N/A,"POLYGON((144.21001944 -19.53871389, 144.21001667 -19.53781111, 144.21097222 -19.53781111, 144.21097222 -19.53871389, 144.21001944 -19.53871389))",POINT(144.21001944 -19.53871389),-19.538710,144.210000,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDAEIU0003,http://linked.data.gov.au/dataset/ausplots/site-qdaeiu0003,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-07-03,Blackbraes National Park. 18kms northwest of home stead. 180km north of Hughenden.,N/A,"POLYGON((144.16958611 -19.40990833, 144.16958611 -19.40901111, 144.17053889 -19.40901111, 144.17053611 -19.40991111, 144.16958611 -19.40990833))",POINT(144.16958611 -19.40990833),-19.409910,144.169600,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDAEIU0005,http://linked.data.gov.au/dataset/ausplots/site-qdaeiu0005,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-09-30,"The Canyon Station- Ladies Flat, about 40 km west of Einasleigh.",N/A,"POLYGON((143.89939722 -18.45493889, 143.89939444 -18.45404167, 143.90033889 -18.45403611, 143.90034167 -18.45494167, 143.89939722 -18.45493889))",POINT(143.89939722 -18.45493889),-18.454940,143.899400,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDAEIU0006,http://linked.data.gov.au/dataset/ausplots/site-qdaeiu0006,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-10-01,The Canyon RR. inside exclosure,N/A,"POLYGON((143.89169722 -18.46784722, 143.89170278 -18.46696667, 143.89263889 -18.466975, 143.89263889 -18.46786667, 143.89169722 -18.46784722))",POINT(143.89169722 -18.46784722),-18.467850,143.891700,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDAEIU0007,http://linked.data.gov.au/dataset/ausplots/site-qdaeiu0007,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-10-01,The Canyon Resources Reserve. Outside fence,N/A,"POLYGON((143.89075278 -18.46784167, 143.89075278 -18.46695833, 143.89168889 -18.46698611, 143.89170833 -18.46785556, 143.89075278 -18.46784167))",POINT(143.89075278 -18.46784167),-18.467840,143.890800,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDAGUP0002,http://linked.data.gov.au/dataset/ausplots/site-qdagup0002,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-06-15,Dutton River Station about 46 northwest of homestead and 110kms northeast of Richmond.,N/A,"POLYGON((143.76252778 -20.03099722, 143.76255 -20.03010833, 143.76349722 -20.03010556, 143.76349722 -20.03100556, 143.76252778 -20.03099722))",POINT(143.76252778 -20.03099722),-20.031000,143.762500,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDAGUP0004,http://linked.data.gov.au/dataset/ausplots/site-qdagup0004,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-07-26,Saxby Downs Station about 5kms north of Saxby Downs homestead. 110kms northwest of Richmond.,N/A,"POLYGON((142.47788889 -20.01373333, 142.47788889 -20.01282222, 142.47884444 -20.01282778, 142.47884167 -20.01372778, 142.47788889 -20.01373333))",POINT(142.47788889 -20.01373333),-20.013730,142.477900,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDAGUP0006,http://linked.data.gov.au/dataset/ausplots/site-qdagup0006,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-07-26,Saxby Downs about 15kms north of homestead and about 80kms north of Maxwelton.,N/A,"POLYGON((142.40210278 -19.95565, 142.40208611 -19.95474444, 142.40305833 -19.95474722, 142.40305 -19.95565556, 142.40210278 -19.95565))",POINT(142.40210278 -19.95565),-19.955650,142.402100,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDAGUP0007,http://linked.data.gov.au/dataset/ausplots/site-qdagup0007,site,http://linked.data.gov.au/def/tern-cv/5bf7ae21-a454-440b-bdd7-f2fe982d8de4,2013-06-19,"Crowfells Station, 100kms north of Julia Creek.",N/A,"POLYGON((141.817025 -20.084325, 141.81702222 -20.083425, 141.81798333 -20.08341389, 141.81798333 -20.084325, 141.817025 -20.084325))",POINT(141.817025 -20.084325),-20.084320,141.817000,N/A,South West,http://linked.data.gov.au/def/tern-cv/4dd22567-d692-44e7-b29d-b80eaff829dc
